index,tag,,Categories,Operator,Address,Area Covered,Phone #,Main Web address,2nd web address,Email addresses,Information,Opening times,,,,,,,,,,
child,,,2 - 5 Summer reading / Bears adventure,Sure Start,"Windermere Road, Langley, Middleton",Middleton,0161 653 9526,www.rochdale.gov.uk/childrenscentres,,6 week program / story time & crafts,,Tuesday's   10 til 11.30am,,,,,,,,Local Link,,
child,,,3 and over Swimming Lessons,Pennine Care NHS Foundation Trust,"Middleton Arena,  LCpl Joel Halliwell VC Way, Middleton",Middleton,0161 662 4000,http://link4life.org/,,email@getactive@link4life.org,Starfish program,,,,,,,,,,,
child,,,4 - 20 School Nursing,Pennine Care NHS Foundation Trust,"225, Old Street, Ashton Under Lyne",Heywood Middleton & Rochdale,0161 716 3000,www.penninecare.nhs.uk,0161 716 5970,,,,,,,,,,,RVS,Transport help for hospital discharge,
child,,,5 - 12  Go4it Holiday Programme,Link4Life,"Number One, Riverside Smith Street,  Rochdale",Heywood Middleton & Rochdale,01706 926 232,http://link4life.org/,,,5 -12 club run during school holiday. Contact Leighanne Carnall,,,,,,,,,CVS,,
child,,,5 - 12 activities,Link4Life,"Number One, Riverside Smith Street,  Rochdale",Heywood Middleton & Rochdale,0161 662 4000,http://link4life.org/,,getactive@link4life.org,ENERGY CLUB  6 week course,,,,,,,,Z = Misc,,,
child,,,5 - 12 Junior Skills,Link4Life,"Number One, Riverside Smith Street,  Rochdale",Heywood Middleton & Rochdale,0161 662 4000,http://link4life.org/,,,ENERGY CLUB   Follow-up to 6 week course,,,,,,,,,,,
child,,,5 and under,Pennine Acute NHS Hospital Trust,"Trust HQ.  North Manchester General Hospital, Delaunays Rd Manchester",Heywood Middleton & Rochdale,0161 624 0420,www.pat.nhs.uk,01706 901 822,pah-tr.bhhdietics@nhs.net,HENRY  8 week course,,,,,,,,To be Built:,,,
child,,,5+  Oral Health for school children,Living Well,"Big Life,  Lock 50, Oldham Road, Rochdale",Heywood Middleton & Rochdale,01706 751 190,,,livingwellhmr@biglifecentres.com,,,,,,,,,,,Blind,
child,,,5+ Dental Services,Pennine Care NHS Foundation Trust,"225, Old Street, Ashton Under Lyne",Heywood Middleton & Rochdale,01706 676 367,www.penninecare/nhs.net,www.nhs.uk,,"Urgent care ""in hours""",,,,,,,,,,Deaf / Hard of Hearing,
child,,,6 - 11 Go4it Holiday Program,Link4life / Rochdale Borough,"Number One, Riverside Smith Street,  Rochdale",Heywood Middleton & Rochdale,0161 662 4000,http://link4life.org/,,getactive@link4life.org,,,,,,,,,,,Clinical Services,
child,dis,,6 - 11 Go4it Weekly sessions,Link4life / Rochdale Borough,"Number One, Riverside Smith Street,  Rochdale",Heywood Middleton & Rochdale,0161 662 4000,,,getactive@link4life.org,Disabled 01706 926 203,,,,,,,,,,GP Surgeries Services,
child,,,6 - 11 Healthy Weight,Living Well,"Big Life,  Lock 50, Oldham Road, Rochdale",Heywood Middleton & Rochdale,01706 151 190,,,livingwellhmr@biglifecentres.com,,,,,,,,,,,Chemist Services,
child,,,6 - 11 Healthy Weight,Pennine Acute NHS Hospital Trust,"Trust HQ.  North Manchester General Hospital, Delaunays Rd Manchester",Heywood Middleton & Rochdale,01706 901 822,,,pah-tr.bhhdiabetics@nhs.net,Healthy weight team,,,,,,,,,,,
child,,,6 - 17 Community Nursing,Penninen Care NHS Foundation Trust,"225, Old Street, Ashton Under Lyne",Heywood Middleton & Rochdale,01706 676 333,www.penninecare/nhs.net,www.nhs.uk,,,,,,,,,,,,,
child,,,6 - 17 Healthy Schools,Rochdale Council,"Number One, Riverside Smith Street,  Rochdale",Heywood Middleton & Rochdale,01706 925 072,www.rochdale.gov.uk,,N1RSchools.Improvement@rochdale/gov/uk,,,,,,,,,,,,
child,,,8 - 19  Go4it Weekly Sessions,Link4Life,"Number One, Riverside Smith Street,  Rochdale",Heywood Middleton & Rochdale,0161 662 4000,http://link4life.org/,,getactive@link4life.org,,Youth Activities,,,,,,,,,,
child,,,8 - 19 Go4it specialist fit / sport,Link4life / Rochdale Borough,"Number One, Riverside Smith Street,  Rochdale",Heywood Middleton & Rochdale,0161 662 4000,http://link4life.org/,,getactive@link4life.org,,,,,,,,,,,,
child,health,,Aqua Natal,Link4Life,Middleton Arena & Heywood Sports Village,Heywood Middleton & Rochdale,01706 901 822,http://link4life.org/,,getactive@link4life.org,,,,,,,,,,,,
child,health,,Aqua Natal for Tots,Link4Life,"Number One, Riverside Smith Street,  Rochdale",Heywood Middleton & Rochdale,01706 901 822,http://link4life.org/,,getactive@link4life.org,From 3 months old,,,,,,,,,,,
child,help,,CHILDLINE,Childine,,Naitonwide,0800 1111,www.childline.org.uk,,,Help for children,,,,,,,,,,,
child,help,,Childrens' & Young Persons Counelling Services,SEE your GP or look at the directory,,Naitonwide,,www.counselling-directory.org.uk,,,online counselling and advice 365 daye per year,Mon - Fri 12 til 10pm / Sat - Sun 6pm - 10pm,,,,,,,,,,
child,help,,Childrens' & Young Persons Mental Services,CAMHS,See your GP or local NHS,Naitonwide,,,,,,,,,,,,,,,,
child,mental,,Childrens' & Young Persons Mental Services,Kooth,"Lineva House,  28 - 32, Milner Street, Warrington",Naitonwide,0800 068 41 41 /  01925 572 444,www.kooth.com,,,"Helpline for children & people under 35, suicidal",Mon = Fri 10-10 / Sat 2-10 / Sun 2- 5,,,,,,,,,,
child,mental,,Childrens' & Young Persons Mental Services,Papyrus,,Naitonwide,0808 802 5544,www.papyrus-uk.org,,admin@papyrus-uk.org,Helpline for children. Fill in website form.,Mon to Fri 9.30 til 4pm,,,,,,,,,,
child,mental,,Childrens' & Young Persons Mental Services,Young Minds,,"Heywood, Middleton & Rochdale",,www.youngminds.org.uk,,,Online help for children & young people,,,,,,,,,,,
child,mental,,Childrens' & Young Persons Mental Services,Mind-ed,,"Heywood, Middleton & Rochdale",0161 716 2844,www.minded.org.uk,,,The new emotional health and wellbeing service for young people,,,,,,,,,,,
child,mental,,Childrens' & Young Persons Mental Services,#Thrive,"Around the Corner Café, 48 - 50, Drake Street, Rochdale.","Heywood, Middleton & Rochdale",0161 716 2844,www.healthyyoungmindspennine.nhs.uk/Thrive ,,,Also open some Saturdays and evenings,Mon - Fri.  9 to 5,,,,,,,,,,
child,mental,,Childrens' & Young Persons Mental Services,#Thrive,"Around the Corner Café, 48 - 50, Drake Street, Rochdale.","Heywood, Middleton & Rochdale",0161 716 2844,www.healthyyoungmindspennine.nhs.uk/Thrive ,,,"People upto 19. Appointments for Middleton, Heywood and Rochdale",,,,,,,,,,,
child,mental,,Childrens' & Young Persons Mental Services,Rochdale Council,"Number One, Riverside Smith Street,  Rochdale","Heywood, Middleton & Rochdale",is 01706 71 99 00 correct ?,www.healthyyoungmindspennine.nhs.uk/thrive ,,family.info@rochdale.gov.uk,Online services directory,Mon - Fri  8.30 - 4.45pm,,,,,,,,,,
child,mental,,Childrens' & Young Persons Mental Services,Resolve,,"Heywood, Middleton & Rochdale",07715  510 710,https://rochdale.fsd.org.uk/kb5/rochdale/fsd/home.page,,resolve@childsoc.org.uk,Counselling: Emotional health / wellbeing for children affected by domestic or sexual abuse,,,,,,,,,,,
child,mental,,Childrens' & Young Persons Mental Services,B-eat,,,,www.b-eat.co.uk,,,,,,,,,,,,,,
child,mental,,Childrens' & Young Persons Mental Services,Don't be a Zombie,,,,www.dontbeazombie.co.uk,,,,,,,,,,,,,,
child,mental,,Childrens' & Young Persons Mental Services,Making sense of Mental Health,,,,www.makingsenseofmentalhealth.org.uk,,,,,,,,,,,,,,
child,mental,,Childrens' & Young Persons Mental Services,Men get eating disorders too,,,,www.mengetedstoo.co.uk,,,,,,,,,,,,,,
child,mental,,Childrens' & Young Persons Mental Services,Early Break,Water St off Drake St  Rochdale,,0161 723 3880,www.earlybreak.co.uk/,,info@earlybreak.co.uk,,,,,,,,,,,,
child,mental,,Childrens' & Young Persons Mental Services,Rochdale and District Mind,"Drake Street, Rochdale","Heywood, Middleton & Rochdale",01706 752338,www.rochdalemind.org.uk/,,,"Mental health and wellbeing information, advice and support.",,,,,,,,,,,
child,mental,,Childrens' & Young Persons Mental Services,Rochdale Council,"Number One Riverside, Smith Street, Rochdale","Heywood, Middleton & Rochdale",,www.rochdale.gov.uk,,,School nursing / Health Visiting teams / available for support on a range of issues physical & Mental ,,,,,,,,,,,
child,,,Children's Soft Play,Link4Life,"Number One Riverside, Smith Street, Rochdale","Heywood, Middleton & Rochdale",0161 662 4200,http://link4life.org/,,getactive@link4life.org,"Soft play Middleton, Heywood, Rochdale, Littleborough & Touchstone",,,,,,,,,,,
child,health,,Childrens's Community Nursing Service,Pennine Care NHS Foundation Trust,"225, Old Street, Ashton Under Lyne",Heywood Middleton & Rochdale,01706 676 333,www.penninecare/nhs.net,www.nhs.uk,,Help and care for under 16s with long term illness.,,,,,,,,,,,
child,health,,Childrens's Community Nursing Service,Pennine Care NHS Foundation Trust,"225, Old Street, Ashton Under Lyne",Heywood Middleton & Rochdale,01706 676 338,www.penninecare/nhs.net,www.nhs.uk,,"Diabetes Asthama, Palative Care, etc",,,,,,,,,,,
child,,,Energy Club,Link4Life,"Number One Riverside, Smith Street, Rochdale","Heywood, Middleton & Rochdale",01706 924 840,http://link4life.org/,,getactive@link4life.org,6 week session for 5 to 12s with parents/ carers.,,,,,,,,,,,
child,help,,Food Vouchers,Sure Start,"Windermere Road, Langley, Middleton","Heywood, Middleton & Rochdale",0161 653 9526,www.rochdale.gov.uk/childrenscentres,,,Available from all Sure Start Centres in Middleton,,,,,,,,,,,
child,,,Health Exercise & Nutrition for the really young,Healthy weight team. Pennine Trust,,"Heywood, Middleton & Rochdale",01706 901 822,pah-tr.bhhdiabetics@nhs.net,,,Help with under 5s,,,,,,,,,,,
child,,,Healthy Schools Program,Rochdale Council,"Number One Riverside, Smith Street, Rochdale","Heywood, Middleton & Rochdale",01706 925 072,N1RSchools.Improvement@rochdale.gov.uk,,,,,,,,,,,,,,
child,,,Healthy Young Minds,Pennine Care NHS Foundation Trust,on Twitter @healthyYM,"Heywood, Middleton & Rochdale",on Twitter @healthyYM,www.healthyyoungmindspennine.nhs.uk,,@penninecarenhs,,,,,,,,,,,,
child,,,Healthy Young Minds,Pennine Care NHS Foundation Trust,on Twitter @healthyYM,"Heywood, Middleton & Rochdale",on Twitter @healthyYM,www.withuinmind.nhs.uk,,,CAMHS,Mon - Fri  9am -5pm,,,,,,,,,,
child,,,Help for new mums  (a child under 12months),Time 4 U,"Hollins Childres Centre, Middleton",Heywood Middleton & Rochdale,01706 261 940,www.penninecare.nhs.uk/healthyminds,,,,10 til 12 midday,,,,,,,,,,
child,help,,Hopeline UK,Papyrus,,Naitonwide,0800 068  41 41,www.papyrus-uk.org,,pat@papyrus-uk.org,"Text line: 07786 209697,  Helpline for children",10am - 10pm Mon - Fri / 2pm -10pm Sat - Sun,,,,,,,,,,
child,,,Infant Feeding,Pennine Care NHS Foundation Trust,"225, Old Street, Ashton Under Lyne",Heywood Middleton & Rochdale,0161 716 5970,www.penninecare/nhs.net,www.nhs.uk,,Help and support with Breast feeding and other infant issues,,,,,,,,,,,
child,,,Junior Skills Programme,Link4Life,"Number One, Riverside, Smith St  Rochdale",Heywood Middleton & Rochdale,0845 602 4993,https://link4life.org,,getactive@link4life.org,Follow-on from the Energy Club at Rochdale Leisure Centre,,,,,,,,,,,
child,,,Listen Up Project,Rochdale & District MIND,The Mind Wellbeing  Centre  3 - 11 Drake St  Rochdale,"Heywood, Middleton & Rochdale",01706 752 341,,,,For young people.   Contact John Swallow,,,,,,,,,,,
child,,,School Nursing,Pennine Care NHS Foundation Trust,"225, Old Street, Ashton Under Lyne",Heywood Middleton & Rochdale,0161 716 5970,www.penninecare/nhs.net,www.nhs.uk,,"Help for 4 to 20 year olds. Immunisation, screening, advice etc",,,,,,,,,,,
child,,,School Nursing,Link4Life,"Number One Riverside, Smith Street, Rochdale","Heywood, Middleton & Rochdale",0161 716 2840,www.rochdale.gov.uk,,,,,,,,,,,,,,
child,sport,,Starfish Swimming Lessons,Link4Life,"Middleton Arena,  LCpl Joel Halliwell VC Way, Middleton",Heywood Middleton & Rochdale,0161 662 4000,http://link4life.org/,,getactive@link4life.org,,,,,,,,,,,,
child,,,Support when in distress for children,Childline,1 -2 -1 webchat,Naitonwide,0800 1111,www.childline.org.uk,,,,,,,,,,,,,,
child,,,Sure Start,Rochdale Council,Windermere Road Langley Middleton,Middleton,0161 653 9526,www.rochdale.gov.uk/childrenscentres,,family.info@rochdale.gov.uk,,Mon - Fri 8am to 6pm,,,,,,,,,,
child,,,Sure Start,Rochdale Council,Stanycliffe Lane Middleton,Middleton,0161 655 8850,www.rochdale.gov.uk/childrenscentres,,family.info@rochdale.gov.uk,,Mon - Wed 8.45am to 3.45pm,,,,,,,,,,
child,,,Sure Start,Rochdale Council,"Tintern Road, Hollins,  Middleton",Middleton,0161 655 4429,www.rochdale.gov.uk/childrenscentres,,family.info@rochdale.gov.uk,,Wed - Fri 8.45am to 3.45pm,,,,,,,,,,
child,,,Sure Start,Rochdale Council,"Kirkway, Alkrington,  Middleton",Middleton,01706 927 292,www.rochdale.gov.uk/childrenscentres,,family.info@rochdale.gov.uk,,Mon - Fri 8.30am to 12.30pm,,,,,,,,,,
child,sport,,Toddler Football,Link4Life,"Middleton Arena , Bowlee Park Sports, Littleborough Sports",Middleton,01706 924 840,http://link4life.org/,,getactive@link4life.org,,,,,,,,,,,,
child,mental,,Young person's Mental Health,#Thrive,Drop-in centre at Drake Street Rochdale.,"Heywood, Middleton & Rochdale",0161 716 2844,www.healthyyoungmindspennine.nhs.uk/Thrive ,,,Appoinments in Middleton & Heywood,,,,,,,,,,,
child,sex,,Young Person's Sexual Health Support Service,Pennine Care NHS Foundation Trust,"225, Old Street, Ashton Under Lyne",Heywood Middleton & Rochdale,01706 261 954,,,,Drop in centres for advice & support upto 20 years old,,,,,,,,,,,
child,,,Youth Network,Recovery Republic,63 -65 York St Heywood,"Heywood, Middleton & Rochdale",01706 622 722,,,info@recoveryrepublic.co.uk,,,,,,,,,,,,
child,,,Youth Services / Clubs,Rochdale Youth Services,Various locations in Middleton,"Heywood, Middleton & Rochdale",01706 924 926,,,youthservices@rochdale.gov.uk,Several clubs across Middleton,,,,,,,,,,,
com,,,Community Centres,Alkrington Community Centre,"Kirkway, Alkrington, Middleton",Alkrington,0161 643 6953,,,,,,,,,,,,,,,
com,,,Community Centres,Boarshaw Community Centre,"Stanycliffe Lane, Boarshaw, Middleton",Boarshaw,0161 643 2276,lindap59@live.com,,,,,,,,,,,,,,
com,,,Community Centres,Burnside Community Centre,"Burnside Crescent, Langley, Middleton",Langley,0161 643 5775,burnsidecentre@btconnect.com,,burnsidecentre@btconnect.com,,,,,,,,,,,,
com,,,Community Centres,Demesne Community Centre,"Asby Drive, Langley, Middleton",Langley,0161 653 2902,http://demesnecommunitycentre.org.uk/,,kim@demesnecommunitycentre.org.uk,,,,,,,,,,,,
com,,,Community Centres,Elm Street Community Centre,"Elm Street, Moorclose, Middleton",Moorclose,0161 654 9655,,,,,,,,,,,,,,,
com,,,Community Centres,Jumbo,also known as the Junction,Middleton,,,,,,,,,,,,,,,,
com,,,Community Centres,Junction Community Centre & Library,"Grimshaw Lane, Middleton",Middleton,,,,,,,,,,,,,,,,
com,,,Community Centres,Lighthouse Project,"2nd Floor, Middleton Shopping Centre",Middleton,0161 643 1163,www.lighthouseproject.org.uk,,,,,,,,,,,,,,
com,,,Community Centres,Rhodes Community Centre,"Kelvin Avenue, Rhodes, Middleton",Rhodes / Middleton,,,,,,,,,,,,,,,,
com,,,Community Centres,Stanycliffe Social Centre,"Stanycliffe Lane, Boarshaw, Middleton",Boarshaw / Middleton,0161 643 2276,lindap59@live.com,,,,,,,,,,,,,,
com,,,Community Centres,Thornham Senior Citizens,,Thornham & Slattocks,,,,,,,,,,,,,,,,
dem,,,Alzheimers and Dementia,Alzheimers,37 -39 Oldham Road Rochdale,"Heywood, Middleton & Rochdale",01706 341 803,www.alzheimers.org.uk ,,,,,,,,,,,,,,
dem,,,Alzieimers and Dementia,Alziemer's Society,"Café's @ Middleton, Milnrow, Heywood","Heywood, Middleton & Rochdale",0161 342 0797,,,,also 07718 115 700,,,,,,,,,,,
dem,,,Alziemers  & Dementia Care Support Group,Alziemer's Society,"St. Andrew’s Church, Entwisle Road, Rochdale","Heywood, Middleton & Rochdale",0161 342 0797,,,,also 07718 115 700.   For carers only,1.30 - 3pm Last Wed each month,,,,,,,,,,
dem,,,Alziemers  & Dementia Care Support Group,Burnside Community Centre,Burnside Crescent  Langley  Mideelton,Middleton,0161 643 5775,burnsidecentre@btconnect.com ,,burnsidecentre@btconnect.com,,,,,,,,,,,,
dem,,,Alziemers & Dementia Cafes,Alziemer's Society,"D'olivera Court, Wood Street, Langley,  Middleton",Middleton,0161 342 0797,,,,also 07718 115 700,1.30 - 3.30 2nd Wed each month,,,,,,,,,,
dem,,,Alziemers & Dementia Care Support Group,Demesne Community Centre,Asby Drive  Langley  Middleton,Middleton,0161 653 2902,http://demesnecommunitycentre.org.uk/,,kim@demesnecommunitycentre.org.uk,,Tuesday's,,,,,,,,,,
dem,,,Dementia Adviser Service,Alziemer's Society,"585-591, Oldham Road, Rochdale","Heywood, Middleton & Rochdale",01706 751 838,www.alzheimers.org.uk,,,01706 370 034  ??,,,,,,,,,,,
dem,,,Dementia Carers Group,Burnside Community Centre,Burnside Crescent  Langley  Mideelton,Middleton,0161 643 5775,burnsidecentre@btconnect.com ,,burnsidecentre@btconnect.com,,Tuesday's,,,,,,,,,,
dem,,,Dementia Carers Group,Living Well,"Lighthouse Project, 2nd Floor, Middleton Shopping Centre",Middleton,01706 751 190,www.the biglifegroup.com/big-life-centres,,betterhealth4middleton@gmail.com,For carers only,Tuesday's 2 til 3,,,,,,,,,,
dem,,,Dementia Dance Sessions,Demesne Community Centre,Asby Drive  Langley  Middleton,Middleton,07828 455 521,http://demesnecommunitycentre.org.uk/,,info@tracingsteps.com ,Contact Joanne,Tues 1.30 - 2.30,,,,,,,,,,
dem,,,Dementia Group,Alziemer's Society,"D'olivera Court, Wood Street,  Langley, Middleton",Middleton,0161 342 0797,www.housingcare.org,,,,2nd Wed 1.30 to 3.30pm,,,,,,,,,,
dem,,,Milnrow Café Social Group,Alziemer's Society,"Butterworth Hall, New Street, Milnrow",Milnrow,01706 357 785,michaeltomlinson@btinternet.com ,,,Contact Mike Tomkinson 07582 954 228,1st Tue each month 1.30 to 330,,,,,,,,,,
dem,,,Parkinsons,Parkinsons,Radcliffe between Bury and Bolton,,0161 724 7718,www.parkinson.org.uk,,,,,,,,,,,,,,
dent,,,Dental Emergency Service,Dental Access Centre,90 Whitehall Street Rochdale,"Heywood, Middleton & Rochdale",01706 676 367,www.nhs.uk,,,,,,,,,,,,,,
dent,,,Dental Emergency Service,Moorgate Medical Centre,"Dental Access Centre 22 Derby Way, Bury","Heywood, Middleton & Rochdale",0161 447 9898,www.nhs.uk,,,,,,,,,,,,,,
dent,,,Dental Emergency Service,University Dental Hospital,"Higher Cambridge Street, Manchester",Greater Manchester,0161 275 6666,,,,,,,,,,,,,,,
dent,,,Dental Emergency Service,Pennine Care NHS Foundation Trust,"Integrated Care Centre, Dental Department, New Radcliffe Street , Oldham",,0161 621 3613,https://www.nhs.uk/Services/dentists/,,,"Emergency and Urgent care ""in hours"".",,,,,,,,,,,
dent,,,Dental Services,Pennine Care NHS Foundation Trust,"225, Old Street, Ashton Under Lyne",Heywood Middleton & Rochdale,01706 676 367,www.penninecare/nhs.uk/your-services/service-directory/,www.nhs.uk,,"Emergency and Urgent care ""in hours"".",,,,,,,,,,,
dent,,,Denture Clinic,Pioneer Denture Clinic,77e Long St Middleton,Middleton,0161 643 7623,www.pioneerdentureclinic.co.uk,,,Implants / repairs etc,,,,,,,,,,,
dent,,,Oral Health,Living Well,"Big Life,  Lock 50, Oldham Road, Rochdale","Heywood, Middleton & Rochdale",01706 751 190,www.livingwellrochdale.com,,,Support and advice for young children and families,,,,,,,,,,,
Derma,,,Dermatology,Durford Medical Centre,"113 Long Street, Middleton","Heywood, Middleton & Rochdale",0161 654 6149,,,,Dermatology Clinic within Durnford Street,,,,,,,,,,,
dia,,,Diabetes,Diabetes UK,"North West office, 1st Fl, Winwick St, Warrington",North West England,01925 653 288,www.diabetes.org.uk,,n.west@diabetes.org.uk,,,,,,,,,,,,
dia,,,Diabetes,NHS Choices,,Naitonwide,111,www.nhs.uk,,,Non Urgent Advice online,,,,,,,,,,,
dia,,,Diabetes,Driver & Vehicle Licensing Agency,Swansea,Naitonwide,0300 790 6801,www.gov.uk,,,info for drivers,,,,,,,,,,,
dia,,,Diabetes,Diabetes UK careline,,Naitonwide,0845 120 2960,www.diabetes.org.uk,,,info service only,,,,,,,,,,,
dia,,,Diabetes,Trend UK,"London, Durham & Northamptonshire",Naitonwide,01604 882 342,www.trend-UK.org.uk,,info@trend-uk.org,info service only,,,,,,,,,,,
dia,,,Diabetes,Diabetes UK,,Naitonwide,0345 123 2399,www.diabetes.org.uk,,,National help line,,,,,,,,,,,
dis,,,Disability Help,Scope,,Naitonwide,0808 800 333,www.scope.org.uk,,www.manchester.services@scope.org.uk,"AA, ESA, PIP, DLA & other benefit  help.",,,,,,,,,,,
dis,,,Disability Matters,Disability Matters,,Naitonwide,0207 092 6108,www.manchester.services@scope.org.uk,,,,,,,,,,,,,,
dis,,,Disability Rights,Disability Rights UK,,Naitonwide,0207 250 8181,www.disabilityrightsuk.org,,,,,,,,,,,,,,
dis,,,Disabled Support Services / Advice,Instream Partnership Rochdale,,"Heywood, Middleton & Rochdale",01706 642 196,www.instream.org.uk,,office@instream.org.uk,also at  07950 107 307,,,,,,,,,,,
dis,,,Disablilty Sports,Link4Life,,"Heywood, Middleton & Rochdale",01706 926 203,http://link4life.org/,,getactive@link4life.org,,,,,,,,,,,,
dis,,,Wheelchairs,Middleton DIAL,2nd Fl  Middleton Shopping Centre ( within the Lighthouse Project),"Heywood, Middleton & Rochdale",0161 653 2729,http://middletondial.inspirem24.org.uk/,,,"Wheelchair purchase, hire and repair",Tue /Wed/ Fri 11am - 1.30pm,,,,,,,,,,
dis,,,Wheelchairs,Millercare,"69 - 87 Bolton Road, Bury",,0161 393 7199,www.millercare.co.uk,,,Wheelchair sales,,,,,,,,,,,
ed,,,Learn to Read,Community Champions,"via Big Life, Lock 50, Oldham Road, Rochdale","Heywood, Middleton & Rochdale",,,,,,,,,,,,,,,,
ed,,,Learn to Read,Langley Library,"Windermere Road, Langley, Middleton",Middleton,,,,,,,,,,,,,,,,
ed,,,Literacy,Basic Skills Agency,,"Heywood, Middleton & Rochdale",,,,,Skill cards,,,,,,,,,,,
ed,,,Literacy,Niace,,"Heywood, Middleton & Rochdale",,,,,Booklet 2nd Edition,,,,,,,,,,,
ed,,,Talking English,Burnside Community Centre,"Burnside Crescent, Langley, Middleton",Middleton,0161 643 5775,,,,,,,,,,,,,,,
ed,,,Talking English,The Lighthouse Project,"2nd Floor, Middleton Shopping Centre",across North Manchester,0161 643 1163,,,,,,,,,,,,,,,
em,,,Emergency doctor out of hours,BARDOC,,"Heywood, Middleton, Rochdale",0161 763 4242,www.bardoc.co.uk,,,,,,,,,,,,,,
em,,,Emergency services only,Ambulance,,"Heywood, Middleton, Rochdale",999  /  112,,,,,,,,,,,,,,,
em,,,Emergency services only,"Police, Fire, Ambulance",,"Heywood, Middleton, Rochdale",999,,,,,,,,,,,,,,,
em,,,Emergency Social Work Team,Rochdale Council,"Number One Riverside, Smith Street, Rochdale","Heywood, Middleton, Rochdale",0300 303 8875,,,,Also use 0845 121 2975,,,,,,,,,,,
em,,,Extra Hours Doctors Service,HMR CCG,,"Heywood, Middleton, Rochdale",0161 763 8292,,,,GP out of hours appointments phone line,,,,,,,,,,,
em,,,None Emergencies,Police and Ambulance,,"Heywood, Middleton, Rochdale",101,,,,,,,,,,,,,,,
em,,,Out of Hours Doctors,BARDOC,,"Heywood, Middleton, Rochdale",0161 763 4242,www.bardoc.co.uk,,,SEE THE HUBS IN PART ONE OF THIS LIST,,,,,,,,,,,
eye,,,Best's Disease,See Macular Eye Degeneration,,Nationwide,111 and online,www.nhs.uk,,,Affects childrens,,,,,,,,,,,
eye,,,Eye & Hearing Tests,NHS Choice,,Nationwide,111,www.nhs.uk,,,Mobile Service,,,,,,,,,,,
eye,,,Eye & Hearing Tests,The Outside Clinic,Working with Lloyds Pharmacy,Nationwide,0800 95 49 100,www.outsideclcinic.co.uk,,,"Housebound, over 60, mobile services in your home  0800 85 44 77",,,,,,,,,,,
eye,,,Eye problems,Specsavers,Middleton Shopping Centre,"Heywood, Middleton, Rochdale",0161 654 0440,www.specsavers.co.uk,,,Minor surgery,Open every day,,,,,,,,,,
eye,,,Eye problems,D Igoe,36 Long Street Middleton,"Heywood, Middleton, Rochdale",0161 653 0771,www.digoe.com,,info@digoecom,For Minor surgery,Open Mon - Sat,,,,,,,,,,
eye,,,Eye Tests ordered by the DVLA,Specsavers,"Unit 39 - 41, The Haymarket, Millgate Shopping Centre, Bury","Heywood, Middleton, Rochdale",0161 763 3916,www.specsavers.co.uk/stores/bury,,,If you need to notify the DVLA call  0300 790 6806. Book online,Open every day,,,,,,,,,,
eye,,,Eyesight Certification,Royal National Institure for the Blind,,"Heywood, Middleton, Rochdale",0300 123 9999,www.rnib.org.uk,,helpline@rnib.org.uk,Helpline,,,,,,,,,,,
eye,,,Eyesight Help directory,Royal National Institure for the Blind,,"Heywood, Middleton, Rochdale",online,http://www.sightlinedirectory.org.uk/,,,A directory of services within Rochdale Area,,,,,,,,,,,
eye,,,Macular Eye Degeneration ( age related ),NHS Choices,,Nationwide,111,www.nhs.uk,,,Available at many Opticians,,,,,,,,,,,
eye,,,Myeloma,Myeloma UK,,Nationwide,0808 808 00 00,www.myeloma.org.uk,,,,,,,,,,,,,,
eye,,,Myeloma,McMillan Nurses,,Nationwide,0800 980 3322,www.macmillan.org.uk/,,,,,,,,,,,,,,
eye,,,Myeloma,NHS Choices,,Nationwide,111,www.nhs.uk,,,Online service,,,,,,,,,,,
Eye,,,Sorsby's Dystrophy,See Macular Eye Degenerations,,Nationwide,111,www.nhs.uk,,,"As Macular Eye Degenerations, effects 30 to 40 year olds",,,,,,,,,,,
Eye,,,Statgardt's Disease,See Macular Eye Degenerations,,Nationwide,111,www.nhs.uk,,,"As Macular Eye Degenerations, but affects children",,,,,,,,,,,
feet,,,Foot Care & Problems,Alkrington Podiatry,"64, Mount Road / Kirkway, Alkrington, Middleton","Heywood, Middleton, Rochdale",0161 653 0777,www.alkringtonpodiatry.com,,hello@alkringtonpodiatry.com,Chiropodist and Podiatist services,Tue 8.30 -5 / Wed 9 - 12 / Thu 9 - 7,,,,,,,,,,
gp,,,Middleton GP's Surgeries,Woodsdie Medical Centre,"247j Wood Street, Langley, Middleton",Middleton,0161 643 9244,www.woodsidemedicalcentre.co.uk,,drstocktonandthompson@nhs.net,,,,,,,,,,,,
gp,,,Middleton GP's Surgeries,Peterloo Medical Centre,"133 - 137 Manchester Old Road, Middleton",Middleton,0161 643 5005,"www.peterloomc,ci,uk",,,,,,,,,,,,,,
gp,,,Middleton GP's Surgeries,Durford Medical Centre,"113 Long Street, Middleton",Middleton,0161 643 2011,www.durnfordm.@nhs.uk,,,,,,,,,,,,,,
gp,,,Middleton GP's Surgeries,Rochdale Road Medical Centre,"48a, Rochdale Road, Middleton",Middleton,0161 643 9131,www.rochdaleroadmedicalcentre.co.uk,,,,,,,,,,,,,,
gp,,,Middleton GP's Surgeries,Clough Street Surgery,"Clough Street off Boarshaw Road, Middleton",Middleton,0161 654 4103,www.drstocktonandthompson.co.uk,,,,,,,,,,,,,,
